date,line,passengers,ticket_income,other_income,total_revenue,fixed_cost,variable_cost,maintenance_cost,total_cost,net_profit,punctuality_rate,energy_consumption,average_ticket_price,day_of_week,month
2025-03-04,7号线,47096.0,189728.58,23205.16,212933.74,80624.03,64766.52,22337.25,167727.8,45205.94,0.9789,24580.04,4.03,1,3
2025-03-04,8号线,33664.0,144621.28,11476.2,156097.48,50644.27,61104.01,18928.07,130676.34,25421.13,0.9779,52533.44,4.3,1,3
2025-03-04,9号线,15869.0,65869.29,9860.3,75729.59,26367.85,22099.65,12724.24,61191.73,14537.85,0.994,9106.13,,1,3
2025-03-04,14号线,14353.0,54373.15,5503.73,59876.88,22804.75,19733.82,5656.38,48194.95,11681.93,0.981,24480.95,3.79,1,3
2025-03-04,21号线,74014.0,301915.24,35977.9,337893.14,135447.91,,53313.96,281676.07,56217.08,0.9565,111580.79,4.08,1,3
2025-03-05,1号线,15604.0,59145.96,3828.09,62974.04,19451.84,24625.04,8085.02,52161.91,10812.14,0.9818,,3.79,2,3
2025-03-05,2号线,45711.0,177008.74,15403.87,192412.61,73700.45,60238.08,33795.44,167733.97,24678.65,0.9923,35390.37,3.87,2,3
2025-03-05,3号线,41822.0,168210.77,9796.7,178007.47,57159.2,52763.69,30486.36,140409.25,,0.9773,,4.02,2,3
2025-03-05,4号线,45585.0,187361.62,27074.21,214435.83,63261.8,54652.18,31670.16,149584.14,64851.68,0.975,66945.56,4.11,2,3
2025-03-05,5号线,53961.0,204404.81,10325.3,,61255.74,63990.64,24061.04,149307.42,65422.68,0.9841,46052.17,3.79,2,3
2025-03-05,6号线,16140.0,63184.01,7847.31,71031.32,21193.91,18380.59,10773.13,50347.64,20683.68,0.9937,12158.06,3.91,2,3
2025-03-05,7号线,75682.0,302089.4,35545.19,337634.59,101755.14,91251.9,54996.95,248003.98,89630.6,0.9789,72791.79,3.99,2,3
2025-03-05,8号线,22516.0,91765.44,12286.05,104051.49,36367.84,31710.9,10143.76,78222.5,25828.99,0.9681,40954.79,4.08,2,3
2025-03-05,9号线,48797.0,203949.58,17331.55,221281.13,77671.93,57999.73,21841.29,157512.94,63768.19,0.9848,70484.46,4.18,2,3
2025-03-05,14号线,,,7240.64,82460.78,19402.9,28310.68,8781.65,56495.23,25965.55,0.9708,12204.92,3.67,2,3
2025-03-05,21号线,18189.0,67673.74,6550.69,74224.43,25248.95,,10354.51,62722.81,11501.61,0.9948,32373.94,3.72,2,3
2025-03-06,1号线,15963.0,62940.5,5166.5,68107.0,24523.32,22708.67,9522.11,56754.1,11352.9,0.9718,30027.0,3.94,3,3
2025-03-06,2号线,,309360.41,18728.84,328089.26,109934.29,105300.42,57605.26,272839.98,55249.28,0.9641,148498.89,3.61,3,3
2025-03-06,3号线,56988.0,,23271.62,253139.1,74088.61,83625.12,25725.4,183439.13,69699.97,0.9811,89931.46,4.03,3,3
2025-03-06,4号线,45138.0,182077.02,22764.38,204841.4,51485.79,61694.34,22443.48,135623.61,69217.79,0.9541,53186.27,4.03,3,3
2025-03-06,5号线,11210.0,46115.05,5402.78,51517.83,14531.6,21230.18,8177.04,43938.82,7579.01,0.9519,19192.66,4.11,3,3
2025-03-06,6号线,77559.0,285020.03,17026.15,302046.18,123176.58,104391.14,52943.34,280511.06,21535.12,0.9503,85719.87,3.67,3,3
2025-03-06,7号线,67525.0,255022.95,14317.63,269340.58,72253.33,90192.22,36421.24,198866.79,70473.79,0.9719,132770.65,3.78,3,3
2025-03-06,8号线,22629.0,90126.47,5049.13,95175.59,25734.14,,17605.33,73606.32,21569.27,0.966,16890.97,3.98,3,3
2025-03-06,9号线,35066.0,134055.57,18894.19,152949.76,36686.32,47067.48,14351.13,98104.92,54844.84,0.9772,21628.18,3.82,3,3
2025-03-06,14号线,31103.0,123362.45,12124.69,135487.14,34266.98,43180.02,17765.07,95212.07,40275.07,0.9918,38993.78,3.97,3,3
2025-03-06,21号线,39330.0,150312.26,13427.71,163739.97,50318.31,48556.15,20698.81,119573.27,44166.7,0.9846,,3.82,3,3
2025-03-07,1号线,39052.0,154639.71,17990.2,172629.92,47885.86,65147.27,21822.82,134855.95,37773.96,0.9897,32442.96,3.96,4,3
2025-03-07,2号线,64946.0,265136.97,23655.99,288792.96,95135.27,66232.4,31262.17,192629.83,96163.13,0.9882,43060.74,4.08,4,3
2025-03-07,3号线,21494.0,83544.98,5781.45,89326.43,23971.63,31879.71,13598.36,69449.7,19876.73,0.9959,39359.89,3.89,4,3
2025-03-07,4号线,38381.0,155200.07,18180.23,173380.3,69402.03,49180.88,24240.14,142823.05,30557.25,0.9912,58846.35,4.04,4,3
2025-03-07,5号线,62578.0,231341.98,24623.93,255965.91,107687.08,75894.02,38351.07,221932.16,34033.74,0.9763,102563.23,3.7,4,3
2025-03-07,6号线,81294.0,322817.23,44667.7,367484.93,,109111.0,35828.29,241150.29,126334.64,0.9513,124792.01,3.97,4,3
2025-03-07,7号线,11487.0,47573.7,3340.38,50914.09,16277.53,15695.74,5171.6,37144.88,13769.21,0.9772,9734.07,4.14,4,3
2025-03-07,8号线,,98397.39,6016.88,104414.27,38568.78,36455.81,13213.18,88237.77,16176.5,0.9857,21795.58,3.88,4,3
2025-03-07,9号线,76480.0,321156.62,21396.4,342553.02,132425.77,94603.65,38392.93,265422.35,77130.67,0.9686,125406.97,4.2,4,3
2025-03-07,14号线,42964.0,172411.91,14035.08,186446.99,61685.85,61725.4,18181.04,141592.29,44854.7,0.9936,27095.85,4.01,4,3
2025-03-07,21号线,20498.0,85595.07,5908.94,91504.01,36198.87,25844.55,15658.63,77702.06,13801.95,0.965,23496.6,4.18,4,3
2025-03-08,1号线,75812.0,299926.95,43219.24,343146.2,105844.54,95901.65,53804.95,255551.13,87595.06,0.9903,134002.22,3.96,5,3
2025-03-08,2号线,23248.0,92798.54,10053.99,102852.53,28012.69,28826.54,12875.49,69714.72,33137.81,0.974,34698.94,3.99,5,3
2025-03-08,3号线,44912.0,181610.96,17845.12,,,66575.51,31756.65,151326.08,,0.9858,86936.26,4.04,5,3
2025-03-08,4号线,55892.0,234038.36,26172.29,260210.66,99429.77,86027.01,35939.74,221396.52,38814.14,0.9755,63892.74,4.19,5,3
2025-03-08,5号线,,214094.17,13983.44,228077.61,89692.71,74693.07,33198.74,197584.51,30493.1,0.9866,94151.18,,5,3
2025-03-08,6号线,35050.0,135017.28,13464.65,148481.93,46315.38,59989.79,20464.25,126769.42,21712.51,0.9921,49813.05,3.85,5,3
2025-03-08,7号线,46604.0,182859.45,21584.44,204443.9,51302.96,61494.42,24797.44,,66849.08,0.987,78459.43,3.92,5,3
2025-03-08,8号线,44117.0,170050.67,22727.8,192778.47,64714.89,54935.38,29725.13,149375.41,43403.06,0.9869,42325.93,3.85,5,3
2025-03-08,9号线,35188.0,141947.3,,149794.52,54601.47,45544.85,17869.81,118016.12,31778.4,0.9651,45698.88,4.03,5,3
2025-03-08,14号线,43136.0,,10883.52,186024.51,68297.72,57197.32,19687.73,145182.77,40841.74,0.9664,53092.57,,5,3
2025-03-08,21号线,73082.0,328893.04,33524.49,362417.53,102014.99,130095.13,43888.89,275999.01,86418.52,0.9593,45855.26,4.5,5,3
2025-03-09,1号线,18934.0,83053.84,7034.68,90088.52,31926.85,22502.55,12941.21,67370.61,22717.91,0.9751,18779.23,4.39,6,3
2025-03-09,2号线,57368.0,231107.03,12501.36,243608.4,62830.34,90439.71,42805.93,196075.98,47532.41,0.9532,56617.27,4.03,6,3
2025-03-09,3号线,29947.0,114802.66,14729.18,129531.84,43665.71,35722.06,16937.82,96325.59,33206.25,,20105.09,3.83,6,3
2025-03-09,4号线,75074.0,300728.29,,319349.7,75008.07,109154.72,47419.07,231581.86,87767.84,0.9917,50822.0,4.01,6,3
2025-03-09,5号线,83397.0,334784.97,29905.05,364690.02,113915.89,103753.95,36845.19,254515.03,110174.99,0.9673,123484.28,4.01,6,3
2025-03-09,6号线,47260.0,186032.02,23562.74,209594.76,74314.93,50951.52,20454.12,145720.58,63874.18,0.9933,66220.16,3.94,6,3
2025-03-09,7号线,34942.0,154782.46,12102.72,166885.18,49972.78,57818.26,27207.3,134998.34,31886.84,0.9528,42924.55,4.43,6,3
2025-03-09,8号线,52863.0,204109.51,25549.83,229659.34,,60091.7,22500.36,166001.8,63657.54,0.9766,94677.72,3.86,6,3
2025-03-09,9号线,21710.0,84494.87,5290.35,89785.23,34314.36,32141.99,13313.56,79769.91,10015.32,0.9703,39506.92,3.89,6,3
2025-03-09,14号线,16594.0,63517.17,8542.87,72060.04,20583.15,20976.77,8360.23,49920.15,22139.89,0.9701,15714.69,3.83,6,3
2025-03-09,21号线,57906.0,250383.51,,263912.58,75152.47,86384.44,40477.55,202014.45,61898.13,0.9574,114479.1,,6,3
2025-03-10,1号线,59871.0,235153.74,25053.65,260207.39,71649.53,105612.23,33521.3,210783.06,49424.33,0.9723,103276.45,3.93,0,3
2025-03-10,2号线,76592.0,297830.21,33392.32,331222.53,85977.24,116727.87,48682.03,251387.14,79835.39,0.9593,89452.64,3.89,0,3
2025-03-10,3号线,,278124.44,39595.6,317720.04,107216.83,71625.84,,224106.53,93613.51,0.9618,70940.12,3.79,0,3
2025-03-10,4号线,73331.0,283874.83,15527.74,299402.57,105021.9,119497.76,54462.0,278981.66,20420.91,0.962,105839.32,3.87,0,3
2025-03-10,5号线,48755.0,184348.85,20429.75,204778.6,67709.77,70780.17,25693.72,164183.66,40594.94,0.9614,28652.68,3.78,0,3
2025-03-10,6号线,19449.0,72258.59,10506.0,82764.6,30344.9,22602.48,8080.23,61027.61,21736.98,,10210.54,3.72,0,3
2025-03-10,7号线,34908.0,128297.14,8096.3,136393.44,46748.77,36808.93,24812.38,108370.08,28023.36,0.9875,33723.68,3.68,0,3
2025-03-10,8号线,43382.0,154825.23,22277.45,177102.68,52833.47,62274.84,22350.0,137458.31,39644.36,0.9878,66534.18,3.57,0,3
2025-03-10,9号线,74809.0,304909.75,17142.18,322051.93,110878.78,85526.55,35322.21,231727.54,,0.9701,93819.86,4.08,0,3
2025-03-10,14号线,35073.0,145860.32,11637.6,157497.92,51785.05,41351.91,16468.67,,47892.29,,26279.41,4.16,0,3
2025-03-10,21号线,54445.0,212316.67,16024.57,228341.25,60969.58,68648.97,30790.93,160409.49,67931.76,0.9761,37402.14,3.9,0,3
2025-03-11,1号线,77915.0,294394.94,15517.75,309912.7,118193.91,94117.65,42049.95,254361.51,55551.18,0.9143,143360.23,3.78,1,3
2025-03-11,2号线,49449.0,181308.16,17902.48,199210.64,83496.48,58245.36,32366.95,174108.79,25101.85,0.9965,,3.67,1,3
2025-03-11,3号线,21229.0,80287.19,7265.74,87552.93,31612.88,21096.46,10268.8,62978.15,24574.78,0.9789,13243.89,3.78,1,3
2025-03-11,4号线,49871.0,212784.48,13093.97,225878.45,74835.62,55554.5,22860.17,153250.29,72628.16,0.9856,54327.67,4.27,1,3
2025-03-11,5号线,73451.0,295956.25,42865.4,338821.65,74426.01,103513.77,53588.31,231528.09,107293.56,0.998,95949.79,4.03,1,3
2025-03-11,6号线,35726.0,139823.37,9971.39,149794.76,59145.96,43997.22,24450.89,127594.07,22200.69,0.9618,65161.48,3.91,1,3
2025-03-11,7号线,22542.0,89502.92,5285.68,94788.6,29646.35,25912.71,11594.41,67153.46,27635.14,0.9926,38902.68,3.97,1,3
2025-03-11,8号线,28471.0,103006.87,13329.24,116336.11,40146.78,37763.08,15288.0,93197.86,23138.25,0.9905,24412.02,3.62,1,3
2025-03-11,9号线,,126016.84,13498.91,139515.75,49731.31,37107.34,24787.12,111625.77,27889.98,0.9785,51152.51,4.44,1,3
2025-03-11,14号线,38254.0,157420.41,12003.07,169423.48,55079.14,51613.12,17810.74,124503.0,44920.48,0.9562,53532.49,4.12,1,3
2025-03-11,21号线,73650.0,296717.72,41214.45,337932.18,98407.29,129320.57,39255.45,266983.31,70948.87,0.9633,,4.03,1,3
2025-03-12,1号线,19532.0,73357.98,6020.74,79378.72,21328.75,27316.88,10937.82,59583.45,19795.27,0.9987,21810.8,3.76,2,3
2025-03-12,2号线,67942.0,276560.49,13902.92,290463.41,119372.83,90057.12,38859.74,248289.68,42173.73,0.9748,34762.52,4.07,2,3
2025-03-12,3号线,72783.0,278066.48,22514.18,300580.66,124653.86,87499.39,39412.91,251566.16,49014.5,0.956,,3.82,2,3
2025-03-12,4号线,63161.0,242355.43,29455.01,271810.43,85374.94,102581.01,26406.22,214362.17,57448.26,0.9861,32280.82,3.84,2,3
2025-03-12,5号线,48480.0,178427.03,23197.97,201625.0,63618.94,78282.53,34876.53,176778.0,24847.0,0.9658,43641.3,3.68,2,3
2025-03-12,6号线,30307.0,120366.61,,134142.38,39375.9,50817.28,12188.28,102381.46,31760.92,,60293.21,3.97,2,3
2025-03-12,7号线,35045.0,133758.76,10755.47,144514.23,55560.18,43244.14,23625.08,122429.4,22084.83,0.9723,55740.05,3.82,2,3
2025-03-12,8号线,78729.0,340173.7,42582.88,382756.58,136818.2,129544.51,39336.4,305699.1,77057.48,0.9737,78781.35,4.32,2,3
2025-03-12,9号线,,167924.48,16658.14,184582.62,47347.38,55125.69,20702.71,123175.79,61406.83,0.9752,37093.08,4.46,2,3
2025-03-12,14号线,22071.0,87807.29,10603.79,98411.08,29056.04,39920.9,16399.79,85376.73,13034.35,0.9904,36453.5,3.98,2,3
2025-03-12,21号线,63362.0,252551.85,,271886.15,99227.01,77536.47,44569.75,221333.23,50552.92,0.9912,39785.16,3.99,2,3
2025-03-13,1号线,19914.0,77481.22,9233.0,86714.22,30712.05,24228.77,8781.85,63722.67,22991.56,0.9552,14303.69,3.89,3,3
2025-03-13,2号线,25570.0,101867.27,13529.87,115397.14,39051.57,35302.5,19028.8,93382.86,22014.27,0.9556,14676.25,3.98,3,3
2025-03-13,3号线,22238.0,88387.52,11677.25,100064.77,32897.84,22495.22,12256.67,67649.73,32415.04,0.9753,30204.94,,3,3
2025-03-13,4号线,36992.0,137924.54,10531.25,148455.79,42008.99,50151.14,27552.8,119712.93,28742.86,0.9512,57153.88,3.73,3,3
2025-03-13,5号线,71453.0,265915.54,15736.29,281651.82,95466.32,82579.15,27167.14,205212.61,76439.21,0.9757,93516.73,3.72,3,3
2025-03-13,6号线,226449.0,324507.66,18309.97,342817.64,,100387.86,35599.08,244105.92,98711.72,0.9929,90234.88,4.3,3,3
2025-03-13,7号线,10434.0,43006.66,2434.42,45441.08,16934.5,11550.13,6559.88,35044.51,10396.57,0.9739,,4.12,3,3
2025-03-13,8号线,27341.0,114536.2,7161.39,121697.59,39760.5,35103.65,15069.17,89933.31,31764.28,0.9799,49338.03,4.19,3,3
2025-03-13,9号线,62512.0,222161.8,29353.34,251515.13,61376.5,75340.5,37118.02,173835.02,,0.9919,113501.83,3.55,3,3
2025-03-13,14号线,93477.0,362592.77,41011.03,403603.8,97915.99,143853.79,45478.53,287248.32,116355.49,0.9757,131674.56,3.88,3,3
2025-03-13,21号线,,262361.17,28398.89,290760.07,70937.45,91272.76,46087.59,208297.8,82462.27,0.9592,42726.54,3.6,3,3
2025-03-14,1号线,73585.0,285608.04,24265.67,309873.71,,104883.77,37892.73,256068.46,53805.25,0.9513,117945.19,3.88,4,3
2025-03-14,2号线,51287.0,213263.11,25365.88,238628.99,71828.97,85428.75,40373.13,197630.85,40998.14,0.9653,84052.13,4.16,4,3
2025-03-14,3号线,56402.0,239632.18,31977.91,271610.09,74530.35,106701.65,40816.0,222048.0,49562.09,0.9925,52408.88,4.25,4,3
2025-03-14,4号线,32945.0,129550.89,9197.05,138747.94,43834.06,34751.82,25313.42,103899.3,34848.64,,47171.96,3.93,4,3
2025-03-14,5号线,72090.0,280027.54,18106.99,298134.53,103748.94,92305.04,53535.25,249589.22,48545.3,0.9578,109947.64,,4,3
2025-03-14,6号线,37430.0,149614.29,7515.48,157129.77,70144.71,47392.71,17436.35,134973.77,22156.0,0.9528,65485.71,4.0,4,3
2025-03-14,7号线,54916.0,,25887.47,249718.55,101396.2,73004.74,24699.2,199100.13,50618.42,0.9984,64763.81,4.08,4,3
2025-03-14,8号线,35578.0,132510.56,17468.97,149979.54,42947.32,48990.09,14192.38,106129.79,43849.75,0.9757,45180.17,3.72,4,3
2025-03-14,9号线,,257386.82,,294031.79,89980.56,69476.24,30033.14,189489.94,104541.85,0.9828,81815.48,4.11,4,3
2025-03-14,14号线,10756.0,40359.6,3732.39,44091.99,13271.46,15065.18,4603.38,32940.02,11151.97,0.9503,12912.87,3.75,4,3
2025-03-14,21号线,72172.0,279484.81,39412.84,318897.65,82767.0,90906.49,49767.84,223441.33,95456.32,0.9715,83477.57,3.87,4,3
2025-03-15,1号线,36970.0,149077.0,,170735.42,46059.26,56782.24,28928.35,131769.85,38965.57,0.9737,67046.12,4.03,5,3
2025-03-15,2号线,43302.0,179450.17,21881.94,201332.12,54170.63,79378.15,22559.62,156108.4,45223.71,0.9813,31140.41,4.14,5,3
2025-03-15,3号线,36484.0,147088.59,19202.36,166290.94,38823.79,54646.63,,108282.87,58008.07,0.9839,31200.98,4.03,5,3
2025-03-15,4号线,54263.0,217205.56,31806.57,249012.12,58948.75,77271.53,42951.06,179171.34,69840.78,0.955,49247.82,4.0,5,3
2025-03-15,5号线,38649.0,148321.87,13629.73,161951.6,46136.13,45601.79,20756.64,112494.56,49457.03,0.9953,27309.43,3.84,5,3
2025-03-15,6号线,77442.0,323348.07,26058.45,349406.52,121609.96,123261.9,40215.06,285086.93,64319.59,0.9806,152994.61,4.18,5,3
2025-03-15,7号线,52969.0,229371.13,18346.81,247717.94,58381.65,85104.29,36291.96,179777.91,67940.03,0.9929,53877.66,4.33,5,3
2025-03-15,8号线,40221.0,162723.41,18388.05,181111.46,53669.79,57338.25,26105.79,137113.83,43997.63,0.9547,21116.32,4.05,5,3
2025-03-15,9号线,65893.0,254744.93,25628.48,280373.41,82325.59,108021.62,33626.74,223973.96,56399.45,0.9926,118323.03,,5,3
2025-03-15,14号线,32281.0,130029.76,13330.05,143359.81,41553.95,52902.79,18663.08,113119.82,30239.99,0.9873,23186.67,4.03,5,3
2025-03-15,21号线,50467.0,197629.75,11251.22,208880.97,68312.43,64167.49,28462.25,160942.17,47938.8,0.9869,27441.68,3.92,5,3
2025-03-16,1号线,45211.0,154492.71,13266.95,167759.66,59317.88,39688.97,25132.92,124139.77,43619.89,0.9743,60979.59,3.42,6,3
2025-03-16,2号线,47667.0,204651.82,15355.85,220007.67,71435.51,54698.77,24920.96,151055.24,68952.44,0.9743,90678.82,4.29,6,3
2025-03-16,3号线,12478.0,50222.82,5639.79,55862.61,16594.04,17314.61,5520.22,39428.87,16433.74,0.961,9319.18,4.02,6,3
2025-03-16,4号线,50816.0,207336.31,12112.86,219449.17,84626.7,57146.71,,173231.96,46217.2,0.9643,70060.66,4.08,6,3
2025-03-16,5号线,64107.0,248197.0,19593.57,267790.57,97539.46,,48758.01,245439.88,22350.69,,71736.85,3.87,6,3
2025-03-16,6号线,64637.0,258659.82,26727.54,285387.36,105606.11,70639.44,,207820.13,,0.9923,93910.93,4.0,6,3
2025-03-16,7号线,48361.0,181379.94,24040.82,205420.76,46832.65,62252.57,30476.38,139561.6,65859.16,0.9895,68887.16,3.75,6,3
2025-03-16,8号线,43517.0,168623.32,24402.37,193025.69,61856.93,66665.58,23613.28,152135.79,40889.91,0.9742,80345.37,3.87,6,3
2025-03-16,9号线,69779.0,297090.66,21304.47,318395.13,97138.75,93926.78,53883.64,244949.16,73445.96,0.9574,133369.61,4.26,6,3
2025-03-16,14号线,18815.0,79716.36,11641.51,91357.87,23764.5,34351.12,8106.91,66222.53,25135.34,0.9507,25405.66,4.24,6,3
2025-03-16,21号线,79279.0,308328.25,43264.33,351592.58,111840.81,94225.72,60226.26,266292.79,85299.79,0.9834,54573.54,3.89,6,3
2025-03-17,1号线,52152.0,225176.77,15140.58,240317.35,,60353.15,37114.92,178948.43,61368.91,,101357.78,4.32,0,3
2025-03-17,2号线,10376.0,42959.74,6353.52,49313.26,16352.79,16328.35,7809.32,40490.45,8822.81,0.9877,7249.77,4.14,0,3
2025-03-17,3号线,58327.0,239701.16,,251701.26,92636.71,63680.82,31086.74,187404.27,64297.0,0.9882,36081.9,4.11,0,3
2025-03-17,4号线,,75738.86,8628.19,84367.05,25662.78,31730.83,9343.83,66737.44,17629.61,0.9937,12282.16,4.26,0,3
2025-03-17,5号线,35290.0,,17155.53,160076.84,54059.33,43914.42,16591.17,114564.92,45511.92,0.9753,60767.18,,0,3
2025-03-17,6号线,27231.0,106707.85,11571.36,118279.2,40096.09,31584.42,16318.48,87998.99,30280.21,0.9903,27446.58,,0,3
2025-03-17,7号线,63854.0,270316.78,28998.84,299315.62,80673.87,99535.51,40329.32,220538.69,78776.93,0.9743,63922.22,4.23,0,3
2025-03-17,8号线,51755.0,203804.91,14479.52,218284.42,69517.25,59717.0,29497.71,158731.96,59552.47,0.9645,32244.2,3.94,0,3
2025-03-17,9号线,,53849.02,4003.5,57852.52,17879.44,18493.94,6775.43,43148.81,14703.71,0.9603,21114.81,3.99,0,3
2025-03-17,14号线,14826.0,54549.76,7884.12,62433.87,20916.07,14935.01,9397.66,45248.74,17185.13,0.9731,25611.19,3.68,0,3
2025-03-17,21号线,39816.0,166169.63,23361.98,189531.61,52621.25,71098.14,21921.52,145640.91,43890.7,0.9747,24801.69,4.17,0,3
2025-03-18,1号线,24922.0,98696.85,,110564.15,37210.06,,12531.96,82504.57,28059.58,0.9633,37584.6,3.96,1,3
2025-03-18,2号线,68881.0,270291.64,33179.28,303470.93,88392.94,120558.43,43323.6,252274.96,51195.96,0.9833,,3.92,1,3
2025-03-18,3号线,14356.0,,5510.01,62527.31,19591.9,21887.08,10273.52,51752.5,10774.81,0.9938,24042.57,3.97,1,3
2025-03-18,4号线,18701.0,84337.81,9106.56,93444.36,31065.06,30081.4,16413.71,77560.17,,0.9531,14605.86,4.51,1,3
2025-03-18,5号线,10962.0,42124.63,4185.0,46309.63,19680.44,13982.35,7016.49,40679.29,5630.34,0.9095,20094.66,3.84,1,3
2025-03-18,6号线,40112.0,161658.67,16602.47,178261.14,63547.39,60491.35,24441.8,148480.55,29780.59,0.9599,39238.6,4.03,1,3
2025-03-18,7号线,,49653.62,,56121.98,21984.29,,5074.51,44500.64,11621.34,0.9568,9025.8,3.95,1,3
2025-03-18,8号线,67427.0,269324.91,30667.29,299992.2,92266.96,123184.84,,242443.12,57549.08,0.9547,130309.07,3.99,1,3
2025-03-18,9号线,17083.0,68867.87,6774.47,75642.34,24030.31,27858.6,13268.54,65157.44,10484.91,0.9841,31315.34,4.03,1,3
2025-03-18,14号线,40909.0,154472.0,10093.4,164565.4,55168.87,61390.76,27853.93,144413.56,20151.83,0.9576,69450.4,3.78,1,3
2025-03-18,21号线,78885.0,309505.45,20936.18,330441.63,123663.95,,32412.18,241593.51,88848.12,,98982.43,3.92,1,3
2025-03-19,1号线,22186.0,83725.34,9634.48,93359.82,36898.13,27455.6,13766.23,78119.95,15239.87,0.996,14249.49,3.77,2,3
2025-03-19,2号线,8880.0,35536.2,1814.31,37350.5,9421.58,,4220.02,26744.31,10606.2,0.9946,8265.03,4.0,2,3
2025-03-19,3号线,71159.0,271736.11,31877.67,303613.79,98733.33,66331.23,52108.14,217172.7,86441.09,0.9736,91049.9,3.82,2,3
2025-03-19,4号线,23784.0,100986.82,8109.91,109096.72,42430.15,37984.07,11082.06,91496.27,17600.45,0.9964,14233.28,4.25,2,3
2025-03-19,5号线,28144.0,119910.24,12485.1,132395.34,48505.81,37992.47,22177.04,108675.32,23720.02,0.9531,,4.26,2,3
2025-03-19,6号线,75037.0,303121.44,28863.68,331985.12,89169.71,118899.89,59611.58,267681.19,,0.9976,73504.84,4.04,2,3
2025-03-19,7号线,27241.0,113492.11,9210.02,122702.13,38952.63,31032.45,19572.37,89557.45,33144.68,0.9743,45407.05,4.17,2,3
2025-03-19,8号线,47696.0,217912.98,23994.21,241907.19,74825.34,56511.4,29698.62,161035.36,80871.82,0.9742,,4.57,2,3
2025-03-19,9号线,21247.0,79263.17,9392.73,,28455.55,24089.02,8595.07,61139.64,27516.26,0.9538,24209.82,3.73,2,3
2025-03-19,14号线,62725.0,220734.93,26867.45,247602.37,68410.75,66357.18,,157670.64,,0.9622,101434.23,3.52,2,3
2025-03-19,21号线,32344.0,120578.08,13809.06,134387.13,42018.25,,15041.67,94292.33,40094.8,0.9709,19717.8,3.73,2,3
2025-03-20,1号线,88267.0,340179.92,22973.51,363153.43,89393.26,132965.37,68013.41,290372.03,72781.4,0.9888,103287.88,3.85,3,3
2025-03-20,2号线,37367.0,149000.05,14389.32,163389.36,49049.54,60424.07,15867.0,125340.61,38048.75,0.9728,51313.01,3.99,3,3
2025-03-20,3号线,60915.0,228284.46,19138.64,247423.09,102670.01,72205.15,37986.81,212861.97,34561.12,0.9605,34059.18,3.75,3,3
2025-03-20,4号线,38923.0,156546.55,10546.1,167092.65,51440.99,44168.16,17317.89,112927.04,54165.6,0.9946,62250.18,4.02,3,3
2025-03-20,5号线,13287.0,-56357.67,6389.57,,17606.46,23520.38,9734.48,50861.32,11885.92,0.9781,23565.37,4.24,3,3
2025-03-20,6号线,67077.0,265803.63,18699.58,284503.21,112552.56,83302.67,50035.97,245891.2,38612.01,0.9944,66648.42,3.96,3,3
2025-03-20,7号线,52811.0,203655.78,14362.22,218018.0,66852.44,85812.24,24607.27,177271.95,40746.05,0.9656,96585.15,,3,3
2025-03-20,8号线,61633.0,254578.19,16224.35,270802.54,77783.72,88680.77,48050.15,214514.65,56287.9,0.9551,98316.67,4.13,3,3
2025-03-20,9号线,,179244.8,25834.17,205078.97,74188.63,54537.98,30856.08,159582.69,45496.29,0.9887,57628.04,4.18,3,3
2025-03-20,14号线,10616.0,42193.13,5120.78,47313.9,14727.4,17965.26,7206.34,39899.0,7414.91,0.9599,7601.11,3.97,3,3
2025-03-20,21号线,22846.0,,5515.3,105867.71,27647.71,38347.33,16095.73,82090.77,23776.94,0.975,32005.19,4.39,3,3
2025-03-21,1号线,46611.0,202329.98,15482.87,217812.85,66110.3,56950.12,27259.69,,67492.74,0.9634,80040.36,4.34,4,3
2025-03-21,2号线,13432.0,56333.91,6908.25,63242.15,16312.64,20432.81,10965.95,47711.4,15530.75,0.9898,17738.23,4.19,4,3
2025-03-21,3号线,40428.0,172755.84,21206.87,193962.71,64333.98,57979.9,30225.61,,41423.22,0.9703,79063.33,4.27,4,3
2025-03-21,4号线,57583.0,236313.25,26084.09,262397.33,74413.89,87431.0,40520.54,202365.43,60031.9,0.9609,112231.12,4.1,4,3
2025-03-21,5号线,49558.0,195543.62,21660.09,217203.7,82240.92,,38384.39,176215.85,40987.85,0.9518,73722.45,3.95,4,3
2025-03-21,6号线,76170.0,306781.02,39853.37,346634.39,116444.21,115657.02,56616.77,288718.0,57916.39,0.9923,121166.99,4.03,4,3
2025-03-21,7号线,28444.0,110601.16,7597.27,,29365.47,41680.25,19825.7,90871.42,27327.02,0.9512,49858.52,3.89,4,3
2025-03-21,8号线,59848.0,234922.54,19407.09,,67449.04,84433.26,26205.75,178088.05,76241.58,0.9934,74781.56,,4,3
2025-03-21,9号线,30947.0,118513.24,17389.78,135903.02,34290.28,41285.61,21391.25,96967.14,38935.88,0.9543,41428.9,3.83,4,3
2025-03-21,14号线,40225.0,154059.33,15155.03,169214.36,53029.6,62523.27,20294.07,135846.94,33367.42,0.9513,,3.83,4,3
2025-03-21,21号线,66557.0,258857.54,22163.23,281020.77,,85294.98,29893.94,215077.32,65943.45,0.9693,75234.33,3.89,4,3
2025-03-22,1号线,34380.0,151504.28,22343.39,173847.67,54272.05,41764.16,,120834.76,53012.92,0.9688,64922.32,4.41,5,3
