date,line,passengers,ticket_income,operation_cost,maintenance_cost
2025-03-07,2号线,18911.0,77482.01,60194.6,13172.21
2025-03-07,3号线,24971.0,95479.74,58770.63,13439.18
2025-03-07,4号线,22529.0,93651.25,66998.87,15899.7
2025-03-07,5号线,77862.0,320925.48,,34559.25
2025-03-07,6号线,66462.0,274199.71,190747.57,31401.25
2025-03-07,7号线,49912.0,205999.73,159171.91,28866.87
2025-03-07,8号线,27194.0,,87955.59,14878.35
2025-03-07,9号线,40897.0,153451.61,122116.21,24605.86
2025-03-07,14号线,65116.0,264827.26,205964.58,39805.76
2025-03-07,21号线,54619.0,216440.21,153874.15,
2025-03-08,1号线,23932.0,91068.22,69622.29,16428.33
2025-03-08,2号线,50450.0,203492.35,159407.43,35014.02
2025-03-08,3号线,20092.0,84128.75,57248.71,9277.28
2025-03-08,4号线,64311.0,257441.81,168684.6,43944.71
2025-03-08,5号线,34316.0,153994.9,102880.01,29881.92
2025-03-08,6号线,60818.0,239577.6,161007.35,30435.78
2025-03-08,7号线,,67348.26,52422.16,9656.51
2025-03-08,8号线,12961.0,51404.27,37783.58,5736.83
2025-03-08,9号线,52755.0,212189.99,163142.22,35559.81
2025-03-08,14号线,21806.0,88094.01,57762.17,9951.1
2025-03-08,21号线,60084.0,236537.82,178908.87,38890.35
2025-03-09,1号线,58251.0,231548.01,162102.18,33174.56
2025-03-09,2号线,,273471.5,184309.58,28778.91
2025-03-09,3号线,9603.0,40982.96,30488.48,5619.43
2025-03-09,4号线,68871.0,274440.41,176505.84,46045.97
2025-03-09,5号线,72047.0,285818.86,178678.19,49649.5
2025-03-09,6号线,57815.0,250254.23,185849.14,30010.87
2025-03-09,7号线,64715.0,240577.55,147141.65,26740.49
2025-03-09,8号线,70739.0,275695.16,166227.27,38020.96
2025-03-09,9号线,29618.0,123288.32,97369.32,12716.23
2025-03-09,14号线,76726.0,318943.91,191999.37,46696.42
2025-03-09,21号线,13701.0,55396.75,3669.3300000000004,9827.34
2025-03-10,1号线,20979.0,82505.9,63647.19,12997.61
2025-03-10,2号线,59915.0,241963.55,158030.4,24621.06
2025-03-10,3号线,31379.0,120348.76,77583.15,19759.58
2025-03-10,4号线,16421.0,65851.13,50666.66,6740.49
2025-03-10,5号线,14961.0,63294.72,41662.41,7640.27
2025-03-10,6号线,69651.0,276101.8,178264.32,34418.95
2025-03-10,7号线,38223.0,152565.55,112033.22,24139.05
2025-03-10,8号线,31673.0,128153.4,101568.45,13784.24
2025-03-10,9号线,52181.0,223834.17,174414.95,41346.52
2025-03-10,14号线,57215.0,246918.28,181441.98,31109.36
2025-03-10,21号线,43176.0,176300.23,131343.01,27129.31
2025-03-11,1号线,48152.0,194519.49,136059.09,23930.78
2025-03-11,2号线,,152669.3,106886.94,25642.65
2025-03-11,3号线,39503.0,159470.87,119949.34,24667.9
2025-03-11,4号线,50303.0,200376.63,,28965.28
2025-03-11,5号线,10041.0,41345.93,32751.16,4948.8
2025-03-11,6号线,51298.0,204689.64,161828.45,31164.81
2025-03-11,7号线,14796.0,54397.9,,5837.34
2025-03-11,8号线,37511.0,159924.09,118289.81,22312.7
2025-03-11,9号线,77765.0,291722.58,216944.23,36387.73
2025-03-11,14号线,60362.0,247151.08,176222.94,43785.95
2025-03-11,21号线,40022.0,158427.27,102302.09,25892.78
2025-03-12,1号线,31124.0,,90746.94,13329.02
2025-03-12,2号线,73982.0,286346.71,194591.87,54965.14
2025-03-12,3号线,67266.0,247495.02,185832.37,47480.1
2025-03-12,4号线,11361.0,44483.9,32224.49,8863.16
2025-03-12,5号线,12009.0,50179.84,36697.83,6224.3
2025-03-12,6号线,23373.0,96979.66,76736.52,11134.99
2025-03-12,7号线,63027.0,277109.38,198415.24,42029.13
2025-03-12,8号线,82642.0,325765.26,257123.69,
2025-03-12,9号线,76600.0,314657.14,244733.24,48598.98
2025-03-12,14号线,28059.0,106455.76,76516.2,10994.85
2025-03-12,21号线,22892.0,92478.86,70485.14,16977.51
2025-03-13,1号线,44587.0,184987.75,124038.08,33756.34
2025-03-13,2号线,26964.0,113532.08,74533.18,16180.91
2025-03-13,3号线,29533.0,,74238.01,16714.29
2025-03-13,4号线,40322.0,166494.5,106675.64,16817.45
2025-03-13,5号线,67770.0,,,47228.98
2025-03-13,6号线,54520.0,205013.92,152227.81,37246.51
2025-03-13,7号线,25635.0,98315.05,78643.07,13820.65
2025-03-13,8号线,38069.0,164221.55,103446.49,22673.9
2025-03-13,9号线,64966.0,264841.7,167767.75,47158.55
2025-03-13,14号线,20162.0,75021.46,52242.95,
2025-03-13,21号线,43658.0,165382.51,125053.38,28255.43
2025-03-14,1号线,13375.0,53009.95,,
2025-03-14,2号线,16541.0,69281.11,41996.24,7287.65
2025-03-14,3号线,33674.0,127194.42,80318.86,14231.46
2025-03-14,4号线,,233555.66,184373.07,34945.97
2025-03-14,5号线,41466.0,167058.99,130525.6,16974.23
2025-03-14,6号线,29363.0,115355.31,85475.31,20961.54
2025-03-14,7号线,81338.0,356708.93,244673.5,46687.29
2025-03-14,8号线,,42644.1,,7152.07
2025-03-14,9号线,41454.0,161165.4,112864.63,17259.07
2025-03-14,14号线,22041.0,,56115.81,11152.53
2025-03-14,21号线,22485.0,94943.76,70879.3,13335.11
2025-03-15,1号线,10120.0,42366.33,29086.74,7140.61
2025-03-15,2号线,34235.0,128380.78,102243.73,22914.2
2025-03-15,3号线,159843.0,198993.37,149282.43,
2025-03-15,4号线,65453.0,258313.46,205467.91,28495.11
2025-03-15,5号线,83905.0,325327.19,241038.46,46285.23
2025-03-15,6号线,35062.0,135600.29,94460.24,
2025-03-15,7号线,76863.0,308518.0,222357.39,33226.76
2025-03-15,8号线,76411.0,308481.79,,49327.61
2025-03-15,9号线,44557.0,185099.04,137113.68,25418.91
2025-03-15,14号线,12651.0,53168.8,38387.95,6980.57
2025-03-15,21号线,57085.0,217179.17,139563.03,42112.28
2025-03-16,1号线,10106.0,43315.02,,7049.46
2025-03-16,2号线,52413.0,217226.61,171159.43,26512.15
2025-03-16,3号线,12775.0,48494.76,38572.8,5343.6
2025-03-16,4号线,30920.0,125521.94,,18988.04
2025-03-16,5号线,92231.0,394406.58,286945.63,48986.17
2025-03-16,6号线,21651.0,81717.48,62405.51,8580.49
2025-03-16,7号线,63841.0,252272.19,152161.16,27173.38
2025-03-16,8号线,31070.0,119832.27,89460.38,19253.83
2025-03-16,9号线,80231.0,328185.41,250929.5,63428.74
2025-03-16,14号线,23742.0,101264.21,,12692.02
2025-03-16,21号线,41747.0,179259.94,114949.27,32261.75
2025-03-17,1号线,59179.0,233910.0,170190.78,42890.75
2025-03-17,2号线,71752.0,276006.17,21728.755,29367.23
2025-03-17,3号线,39576.0,,113944.72,19014.27
2025-03-17,4号线,35805.0,,76202.85,15224.27
2025-03-17,5号线,16443.0,70519.53,51552.23,8887.13
2025-03-17,6号线,41958.0,159407.75,120720.2,30965.45
2025-03-17,7号线,60199.0,242781.49,,26959.23
2025-03-17,8号线,26535.0,95602.09,62234.71,16658.96
2025-03-17,9号线,38247.0,157174.25,103980.06,30079.83
2025-03-17,14号线,51812.0,193120.19,135401.75,37486.96
2025-03-17,21号线,43419.0,171186.17,105369.91,31307.75
2025-03-18,1号线,68796.0,270870.08,199194.65,49783.44
2025-03-18,2号线,,102851.44,67798.5,15007.97
2025-03-18,3号线,29756.0,123450.6,76972.71,14385.51
2025-03-18,4号线,46912.0,198163.21,150185.21,25697.54
2025-03-18,5号线,72819.0,297465.12,199555.75,32880.17
2025-03-18,6号线,52564.0,,136881.9,
2025-03-18,7号线,68259.0,265325.82,170846.16,52000.22
2025-03-18,8号线,42204.0,180741.45,123950.47,27850.54
2025-03-18,9号线,17488.0,66238.31,46985.29,10435.25
2025-03-18,14号线,71640.0,287787.73,207531.67,32151.76
2025-03-18,21号线,49202.0,188875.97,121116.8,26288.88
2025-03-19,1号线,79582.0,329723.39,260576.57,58575.01
2025-03-19,2号线,58576.0,221277.08,160577.53,37365.55
2025-03-19,3号线,41476.0,170690.54,126217.99,29915.88
2025-03-19,4号线,42117.0,171304.57,107147.12,22021.35
2025-03-19,5号线,12144.0,48682.56,33148.62,7226.17
2025-03-19,6号线,13971.0,53933.1,41027.32,10256.86
2025-03-19,7号线,53494.0,213043.08,159487.52,39368.82
2025-03-19,8号线,20986.0,85438.11,60035.11,16995.5
2025-03-19,9号线,53249.0,205661.29,137814.48,28227.7
2025-03-19,14号线,31793.0,118288.03,72044.96,15968.23
2025-03-19,21号线,,78487.4,60314.83,10778.21
2025-03-20,1号线,11308.0,46743.52,33173.12,4985.02
2025-03-20,2号线,36180.0,128733.13,90655.76,17381.59
2025-03-20,3号线,60969.0,244574.59,179574.36,39632.67
2025-03-20,4号线,,131267.7,87869.62,18256.12
2025-03-20,5号线,32027.0,134971.66,104984.41,21309.42
2025-03-20,6号线,33208.0,139877.5,95535.53,23957.91
2025-03-20,7号线,57836.0,219683.62,142420.92,26689.64
2025-03-20,8号线,80243.0,331493.52,248338.6,51644.29
2025-03-20,9号线,57238.0,246344.15,188297.14,40881.08
2025-03-20,14号线,47885.0,170792.57,120690.62,27954.67
2025-03-20,21号线,19065.0,80473.6,52621.88,9583.81
2025-03-21,1号线,78613.0,292957.04,191279.56,48688.55
2025-03-21,2号线,55263.0,220744.12,167178.72,39152.56
2025-03-21,3号线,29552.0,106608.1,64629.01,13428.1
2025-03-21,4号线,83796.0,331763.56,253754.46,54078.78
2025-03-21,5号线,41912.0,179555.38,114953.69,27188.29
2025-03-21,6号线,,84713.93,63501.64,15356.21
2025-03-21,7号线,54062.0,207476.36,157958.6,38549.59
2025-03-21,8号线,58796.0,221351.61,146270.49,29176.45
2025-03-21,9号线,45438.0,180529.75,136615.46,28274.22
2025-03-21,14号线,23759.0,92526.89,55807.46,9411.37
2025-03-21,21号线,49518.0,204308.79,124176.35,37533.97
2025-03-22,1号线,40833.0,171692.23,132698.63,27246.47
2025-03-22,2号线,21430.0,83610.67,56675.17,10274.71
2025-03-22,3号线,21869.0,78290.9,50288.38,15623.98
2025-03-22,4号线,50796.0,202996.13,140520.7,39379.86
2025-03-22,5号线,35377.0,136887.12,100606.18,22963.25
2025-03-22,6号线,69383.0,,203831.47,55212.05
2025-03-22,7号线,36916.0,144080.89,,23042.89
2025-03-22,8号线,24355.0,108312.94,85540.02,11487.72
2025-03-22,9号线,15288.0,65221.26,,11988.68
2025-03-22,14号线,81197.0,329122.49,239537.47,64295.23
2025-03-22,21号线,32885.0,133511.62,97265.29,14400.0
2025-03-23,1号线,35189.0,134871.15,99875.87,14384.38
2025-03-23,2号线,15331.0,63588.36,41285.2,10750.76
2025-03-23,3号线,33632.0,132233.57,102774.4,15823.78
2025-03-23,4号线,13711.0,55049.05,38149.1,
2025-03-23,5号线,76531.0,292901.52,201246.4,40887.93
2025-03-23,6号线,44411.0,-183473.9,130335.35,
2025-03-23,7号线,44745.0,167594.23,102407.54,32553.23
2025-03-23,8号线,62471.0,218181.36,173903.8,25440.42
2025-03-23,9号线,68074.0,255714.21,164664.96,26096.17
2025-03-23,14号线,21967.0,83460.93,66357.67,9765.89
2025-03-23,21号线,68001.0,259400.72,200499.06,29958.85
2025-03-24,1号线,28028.0,120523.6,76074.04,
2025-03-24,2号线,38921.0,155824.44,112941.51,19846.43
2025-03-24,3号线,55616.0,,186450.97,32657.6
2025-03-24,4号线,39665.0,153618.12,106255.55,26499.22
2025-03-24,5号线,44402.0,177794.02,,21321.88
2025-03-24,6号线,54841.0,220864.69,176225.78,41732.81
2025-03-24,7号线,41447.0,162869.67,113059.8,26972.11
2025-03-24,8号线,52503.0,209360.92,140749.32,38936.83
2025-03-24,9号线,34822.0,,91793.01,20338.85
2025-03-24,14号线,46489.0,174286.26,124765.07,25962.11
2025-03-24,21号线,12088.0,48155.11,37872.29,8386.71
2025-03-25,1号线,11549.0,46867.81,30732.57,5711.83
2025-03-25,2号线,43314.0,171555.25,123651.91,27047.64
2025-03-25,3号线,61617.0,79847.05,51945.27,15481.5
2025-03-25,4号线,24358.0,93315.99,71762.25,16758.87
2025-03-25,5号线,67928.0,249045.26,175425.14,39571.62
2025-03-25,6号线,72376.0,313553.69,191488.15,43161.62
2025-03-25,7号线,,38343.48,25699.48,4193.92
2025-03-25,8号线,79782.0,328298.16,257682.7,58627.9
2025-03-25,9号线,49697.0,177709.51,133658.01,20516.42
2025-03-25,14号线,63313.0,270831.97,207324.74,31706.52
2025-03-25,21号线,35721.0,147552.75,108304.68,21665.62
2025-03-26,1号线,49366.0,205490.06,158349.9,39626.37
2025-03-26,2号线,31368.0,130223.58,83746.81,17397.96
2025-03-26,3号线,69431.0,282299.62,203725.45,36163.99
2025-03-26,4号线,27800.0,119851.36,76701.07,12650.61
2025-03-26,5号线,72281.0,282673.03,182998.75,47415.38
2025-03-26,6号线,68061.0,257851.37,193358.93,36901.43
2025-03-26,7号线,,123469.92,81305.35,16448.73
2025-03-26,8号线,72295.0,292011.73,190712.65,47056.63
2025-03-26,9号线,20106.0,76737.29,55551.9,12275.11
2025-03-26,14号线,60643.0,254158.46,166810.09,49900.46
2025-03-26,21号线,10791.0,47367.78,31706.91,6800.33
2025-03-27,1号线,34413.0,132005.05,101631.59,14375.21
2025-03-27,2号线,43949.0,176040.38,138684.49,
2025-03-27,3号线,31373.0,118290.7,74534.31,23280.51
2025-03-27,4号线,15404.0,56592.84,41447.62,9910.41
2025-03-27,5号线,51038.0,195254.26,121635.47,37909.26
2025-03-27,6号线,65999.0,262490.44,170590.34,45072.77
2025-03-27,7号线,32440.0,125172.23,82490.31,16258.08
2025-03-27,8号线,15149.0,58752.09,37420.77,7885.16
2025-03-27,9号线,40429.0,,115449.16,26208.58
2025-03-27,14号线,78930.0,305553.09,221968.32,
2025-03-27,21号线,76686.0,308365.97,206232.55,53439.83
2025-03-28,1号线,10893.0,43982.6,,6699.18
2025-03-28,2号线,66071.0,275639.14,183398.97,27861.91
2025-03-28,3号线,71155.0,274437.48,170081.93,29520.17
2025-03-28,4号线,31382.0,121263.56,90677.65,12519.78
2025-03-28,5号线,14384.0,57758.9,36648.3,9056.45
2025-03-28,6号线,13558.0,55257.93,37835.63,9910.9
2025-03-28,7号线,51233.0,209549.69,140294.3,22010.04
2025-03-28,8号线,11614.0,45369.86,29202.4,9026.02
2025-03-28,9号线,30216.0,111513.33,74919.31,20335.04
2025-03-28,14号线,46716.0,173810.45,132294.59,23085.15
2025-03-28,21号线,71972.0,283703.39,190554.19,54269.41
2025-03-29,1号线,67624.0,252895.59,192625.8,46118.64
2025-03-29,2号线,48309.0,189482.19,149029.82,21196.31
2025-03-29,3号线,22938.0,88270.69,63584.59,17098.99
2025-03-29,4号线,24228.0,95398.13,69762.93,
2025-03-29,5号线,14841.0,59869.97,40923.12,6683.63
2025-03-29,6号线,24607.0,105051.24,67894.2,17662.82
2025-03-29,7号线,21146.0,89647.4,60484.34,11253.76
2025-03-29,8号线,55605.0,218452.71,154300.18,33593.29
2025-03-29,9号线,46277.0,176388.61,125459.15,18153.13
2025-03-29,14号线,69468.0,270395.03,190264.88,46240.65
2025-03-29,21号线,45617.0,182635.89,144578.88,22289.72
2025-03-30,1号线,62682.0,242715.69,164057.2,31955.63
2025-03-30,2号线,61499.0,238618.22,,42497.04
2025-03-30,3号线,28883.0,118726.69,74713.19,21761.77
2025-03-30,4号线,68930.0,270590.39,189439.11,38796.45
2025-03-30,5号线,50164.0,204291.07,159411.71,24825.54
2025-03-30,6号线,15097.0,63663.22,42327.71,7855.39
2025-03-30,7号线,58731.0,221077.38,168258.9,43038.38
2025-03-30,8号线,,129588.22,89529.99,23069.16
2025-03-30,9号线,27613.0,116364.55,85831.56,13037.34
2025-03-30,14号线,36986.0,139423.4,89863.29,18225.66
2025-03-30,21号线,57387.0,217438.3,149695.5,39078.25
2025-03-31,1号线,34935.0,138169.7,83360.34,22959.92
2025-03-31,2号线,17246.0,68208.02,44130.51,12483.1
2025-03-31,3号线,52612.0,206680.67,16230.483,29340.95
2025-03-31,4号线,70997.0,276604.67,187698.12,28453.01
2025-03-31,5号线,10575.0,40582.44,30012.47,5535.9
2025-03-31,6号线,92579.0,394392.34,295908.86,44643.85
2025-03-31,7号线,19624.0,77283.6,49798.18,10182.54
2025-03-31,8号线,60225.0,251226.55,164791.85,33463.33
2025-03-31,9号线,76546.0,296118.43,203854.27,39514.08
2025-03-31,14号线,58056.0,253622.32,163142.58,30652.5
2025-03-31,21号线,30709.0,125636.07,79131.87,15932.84
2025-04-01,1号线,16341.0,62536.77,38230.99,6470.51
2025-04-01,2号线,29279.0,113726.07,,22472.64
2025-04-01,3号线,39616.0,149800.48,93538.76,16644.89
2025-04-01,4号线,25677.0,96823.34,74090.47,16199.44
2025-04-01,5号线,161247.0,237369.23,146315.52,24566.27
2025-04-01,6号线,59182.0,258384.12,199787.85,33317.07
2025-04-01,7号线,,38897.01,26663.8,5174.41
2025-04-01,8号线,46935.0,191845.06,,32404.31
2025-04-01,9号线,12852.0,57652.23,37515.27,8480.35
2025-04-01,14号线,76122.0,293461.78,190927.78,54747.13
2025-04-01,21号线,22640.0,,61568.67,15524.77
2025-04-02,1号线,22678.0,89151.86,53818.95,13052.43
2025-04-02,2号线,45729.0,170877.66,128058.39,20825.1
2025-04-02,3号线,34538.0,142359.41,88889.43,24220.79
2025-04-02,4号线,36592.0,155513.21,108191.42,29996.31
2025-04-02,5号线,17400.0,71264.14,54759.59,10566.43
2025-04-02,6号线,130947.0,182633.75,127573.29,29831.61
2025-04-02,7号线,73338.0,307108.97,218902.33,46074.9
2025-04-02,8号线,29623.0,113765.27,76017.01,21811.85
2025-04-02,9号线,31221.0,124058.25,99034.55,21422.86
2025-04-02,14号线,56882.0,230919.97,175138.54,38710.52
2025-04-02,21号线,43899.0,191740.02,124770.43,33675.96
2025-04-03,1号线,20895.0,-78825.6,57285.9,12560.56
2025-04-03,2号线,45169.0,178741.19,139514.85,32839.46
2025-04-03,3号线,34961.0,,78015.12,22267.88
2025-04-03,4号线,36324.0,150534.9,93880.15,15053.95
2025-04-03,5号线,53154.0,192370.15,121124.61,21008.72
2025-04-03,6号线,,,247003.0,44837.29
2025-04-03,7号线,37764.0,162411.03,105252.06,17783.44
2025-04-03,8号线,39087.0,154910.8,94985.47,29298.56
2025-04-03,9号线,42239.0,177527.52,117372.11,24901.85
2025-04-03,14号线,20393.0,84778.97,57050.66,14738.87
2025-04-03,21号线,15889.0,60401.19,39342.24,10896.95
2025-04-04,1号线,,125258.04,90666.09,14863.62
2025-04-04,2号线,59784.0,218353.75,157961.73,40394.56
2025-04-04,3号线,13526.0,61365.69,40283.66,7965.73
2025-04-04,4号线,,243955.86,149155.93,26968.92
2025-04-04,5号线,54490.0,220771.42,160623.31,40181.89
2025-04-04,6号线,57867.0,233535.6,158765.29,37332.89
2025-04-04,7号线,61029.0,259818.8,193836.35,35460.65
2025-04-04,8号线,33853.0,140483.48,93767.18,27275.95
2025-04-04,9号线,41133.0,171697.99,136209.65,27954.49
2025-04-04,14号线,,202912.61,138478.92,39258.11
2025-04-04,21号线,37859.0,,114336.01,19844.28
2025-04-05,1号线,56539.0,217991.0,135430.71,24287.25
2025-04-05,2号线,41110.0,162471.84,126184.52,22986.93
2025-04-05,3号线,42876.0,184208.29,127377.94,25732.94
2025-04-05,4号线,24726.0,96018.16,60210.21,11499.51
2025-04-05,5号线,48535.0,188876.07,,26470.26
2025-04-05,6号线,51189.0,199600.69,146731.31,20720.27
2025-04-05,7号线,32878.0,139340.57,107902.92,21973.75
2025-04-05,8号线,22848.0,82893.55,60982.99,13203.04
2025-04-05,9号线,60490.0,232247.43,146012.54,26742.03
2025-04-05,14号线,19738.0,72861.59,51347.94,9611.34
2025-04-05,21号线,38642.0,157019.04,96729.59,23189.18
2025-04-06,1号线,42293.0,160620.0,102642.52,
2025-04-06,2号线,56377.0,216335.12,131544.11,30404.23
2025-04-06,3号线,18267.0,,52076.32,13535.43
2025-04-06,4号线,15045.0,,49313.82,6447.07
2025-04-06,5号线,33700.0,132083.27,90869.47,21713.92
2025-04-06,6号线,13708.0,51115.68,38358.52,9740.29
2025-04-06,7号线,76257.0,323457.0,216916.92,58215.25
2025-04-06,8号线,29094.0,122784.38,92933.17,19627.86
2025-04-06,9号线,37408.0,140828.37,84900.66,20819.16
2025-04-06,14号线,38804.0,156242.54,114573.34,16875.85
2025-04-06,21号线,9985.0,41564.66,29910.0,5757.13
2025-04-07,1号线,32618.0,,97332.69,26458.84
2025-04-07,2号线,,72364.51,43792.24,11240.31
2025-04-07,3号线,23435.0,94569.53,67293.29,18533.65
2025-04-07,4号线,16758.0,62551.83,4560.744000000001,6540.33
2025-04-07,5号线,57436.0,239174.61,147197.03,27980.73
2025-04-07,6号线,36488.0,138212.13,89723.1,18771.14
2025-04-07,7号线,27215.0,113876.83,69395.93,21956.04
2025-04-07,8号线,69140.0,277971.49,167015.69,46433.31
2025-04-07,9号线,31893.0,122925.05,83925.33,20319.18
2025-04-07,14号线,73568.0,295110.0,183838.99,43983.45
2025-04-07,21号线,53787.0,226337.72,160560.76,33386.85
2025-04-08,1号线,51105.0,219210.15,15904.772,36113.95
2025-04-08,2号线,31793.0,127497.55,82227.18,17841.15
2025-04-08,3号线,33142.0,142142.64,85759.65,16982.83
2025-04-08,4号线,61749.0,266745.27,190902.1,48884.05
2025-04-08,5号线,51312.0,209603.3,143193.37,32458.92
2025-04-08,6号线,46959.0,203136.8,127285.92,23538.21
2025-04-08,7号线,69814.0,262937.1,183204.19,
2025-04-08,8号线,36897.0,161296.73,101986.56,23738.68
2025-04-08,9号线,28059.0,108227.79,66433.54,19778.62
2025-04-08,14号线,25454.0,101637.04,75197.98,13523.43
2025-04-08,21号线,90870.0,369170.86,275772.49,59440.49
2025-04-09,1号线,,103162.01,63154.31,17475.82
2025-04-09,2号线,49887.0,199225.92,148806.16,
2025-04-09,3号线,11733.0,46786.89,33926.87,7254.45
2025-04-09,4号线,53975.0,,138372.49,22134.19
2025-04-09,5号线,14935.0,56816.3,37681.45,9243.83
2025-04-09,6号线,,331837.11,259698.48,52168.87
2025-04-09,7号线,43405.0,168079.07,,21958.11
2025-04-09,8号线,47096.0,189728.58,145390.55,22337.25
2025-04-09,9号线,82259.0,344643.94,246694.59,34967.88
2025-04-09,14号线,33664.0,144621.28,111748.28,18928.07
2025-04-09,21号线,62809.0,236035.33,167934.65,40291.59
2025-04-10,1号线,15869.0,65869.29,48467.5,
2025-04-10,2号线,13779.0,56974.65,35699.49,9335.23
2025-04-10,3号线,57103.0,225814.08,147058.78,27564.02
2025-04-10,4号线,17824.0,67522.26,52825.72,7024.27
2025-04-10,5号线,39499.0,144624.15,92839.75,28585.85
2025-04-10,6号线,23315.0,89810.7,60603.31,16940.89
2025-04-10,7号线,24444.0,96386.82,70780.87,16668.27
2025-04-10,8号线,10754.0,39873.84,26413.95,5691.86
2025-04-10,9号线,86589.0,321761.34,218687.06,32395.4
2025-04-10,14号线,11542.0,44703.81,34951.7,6125.46
2025-04-10,21号线,9778.0,36849.41,,5476.46
2025-04-11,1号线,29606.0,,94498.49,25666.58
2025-04-11,2号线,45585.0,187361.62,117913.98,31670.16
2025-04-11,3号线,70862.0,281295.87,206435.0,34635.4
2025-04-11,4号线,52454.0,202177.89,153752.08,37633.76
2025-04-11,5号线,14871.0,59159.12,43572.5,7309.84
2025-04-11,6号线,16140.0,63184.01,39574.5,
2025-04-11,7号线,27186.0,105176.97,76252.88,17231.67
2025-04-11,8号线,75682.0,302089.4,193007.03,54996.95
2025-04-11,9号线,41705.0,168584.96,125440.16,25475.1
2025-04-11,14号线,30655.0,121926.81,97084.02,23562.22
2025-04-11,21号线,19691.0,82455.38,60967.91,11238.53
2025-04-12,1号线,37318.0,146109.11,105549.47,19086.25
2025-04-12,2号线,28090.0,120520.8,78834.08,15050.54
2025-04-12,3号线,58008.0,236064.59,188637.99,45124.09
2025-04-12,4号线,45294.0,182154.36,115393.32,26641.78
2025-04-12,5号线,34927.0,155829.72,97810.31,30896.97
2025-04-12,6号线,18189.0,67673.74,,10354.51
2025-04-12,7号线,69467.0,273019.45,212685.24,50597.12
2025-04-12,8号线,15963.0,62940.5,47231.99,9522.11
2025-04-12,9号线,63541.0,248215.75,161816.97,24862.38
2025-04-12,14号线,49760.0,,116992.81,37337.41
2025-04-12,21号线,44989.0,174904.06,131277.69,30308.41
2025-04-13,1号线,20461.0,82531.73,56625.61,9236.46
2025-04-13,2号线,21342.0,85151.55,63761.97,14569.44
2025-04-13,3号线,20128.0,78685.21,59838.56,10553.61
2025-04-13,4号线,11210.0,46115.05,35761.78,8177.04
2025-04-13,5号线,71704.0,308387.64,246021.82,45741.04
2025-04-13,6号线,48926.0,198111.32,134661.91,36906.6
2025-04-13,7号线,69810.0,297439.58,178879.11,41745.08
2025-04-13,8号线,67525.0,255022.95,162445.56,36421.24
2025-04-13,9号线,48703.0,182663.57,,36121.65
2025-04-13,14号线,22629.0,90126.47,,17605.33
2025-04-13,21号线,86441.0,325033.08,249905.9,62270.08
2025-04-14,1号线,35169.0,142924.23,87770.79,27290.37
2025-04-14,2号线,33138.0,131433.78,82514.18,18927.4
2025-04-14,3号线,19284.0,75880.18,57205.2,14681.26
2025-04-14,4号线,39330.0,150312.26,98874.46,20698.81
2025-04-14,5号线,51648.0,222912.15,160149.96,37915.92
2025-04-14,6号线,39052.0,154639.71,113033.13,21822.82
2025-04-14,7号线,18619.0,70023.74,43238.91,
2025-04-14,8号线,22723.0,87146.02,69187.24,15117.29
2025-04-14,9号线,57324.0,215721.33,170324.05,24618.1
2025-04-14,14号线,62574.0,252312.96,175495.88,37295.87
2025-04-14,21号线,79435.0,339727.3,234431.03,52015.97
2025-04-15,1号线,74508.0,305198.3,187332.97,40737.53
2025-04-15,2号线,69102.0,279405.73,202243.26,50986.15
2025-04-15,3号线,62578.0,231341.98,183581.09,38351.07
2025-04-15,4号线,26985.0,116974.05,86469.08,15937.74
2025-04-15,5号线,81294.0,322817.23,205322.0,35828.29
2025-04-15,6号线,24648.0,92117.59,56602.15,14515.76
2025-04-15,7号线,71139.0,303826.72,187586.94,36524.51
2025-04-15,8号线,129216.0,159960.63,103385.73,29575.5
2025-04-15,9号线,29237.0,113514.76,,12617.03
2025-04-15,14号线,34410.0,149020.19,115773.15,23157.64
2025-04-15,21号线,69675.0,287162.12,189611.03,45927.93
2025-04-16,1号线,,50623.86,33804.83,9882.09
2025-04-16,2号线,,328506.15,,43167.15
2025-04-16,3号线,52788.0,207873.25,128345.49,30918.74
2025-04-16,4号线,53687.0,213655.79,147202.53,31814.38
2025-04-16,5号线,74506.0,310684.24,233769.67,56289.98
2025-04-16,6号线,75812.0,299926.95,201746.19,53804.95
2025-04-16,7号线,56022.0,235842.82,167193.48,24552.85
2025-04-16,8号线,62440.0,248135.81,168825.46,41531.89
2025-04-16,9号线,18550.0,83106.76,,12302.25
2025-04-16,14号线,52414.0,207063.31,148937.91,30742.47
2025-04-16,21号线,52998.0,211018.48,,36192.31
2025-04-17,1号线,69224.0,283186.57,186884.37,55564.1
2025-04-17,2号线,28966.0,121679.22,89233.01,18385.37
2025-04-17,3号线,56902.0,214094.17,164385.77,33198.74
2025-04-17,4号线,49197.0,196074.23,151194.84,27809.03
2025-04-17,5号线,13205.0,51368.49,36957.7,7158.9
2025-04-17,6号线,46604.0,182859.45,112797.38,24797.44
2025-04-17,7号线,52130.0,205897.02,152635.75,31612.35
2025-04-17,8号线,44117.0,170050.67,119650.28,29725.13
2025-04-17,9号线,75852.0,306236.01,224589.04,43957.0
2025-04-17,14号线,35188.0,141947.3,100146.32,17869.81
2025-04-17,21号线,14008.0,57554.55,40084.14,
2025-04-18,1号线,,175140.99,125495.04,19687.73
